site_id,species,life_form,spines,leaf_type,growth_form_1,growth_form_2,growth_form_3,growth_form_4,growth_form_5,growth_form_mode,biomass_density_1,biomass_density_2,biomass_density_3,biomass_density_4,biomass_density_5,biomass_density_mode,leaf_length_1,leaf_length_2,leaf_length_3,leaf_length_4,leaf_length_5,leaf_length_mean,leaf_width_1,leaf_width_2,leaf_width_3,leaf_width_4,leaf_width_5,leaf_width_mean,plant_height_1,plant_height_2,plant_height_3,plant_height_4,plant_height_5,plant_height_mean
addo_nyathi_full_in,Cheilanthes viridis,f,n,pic,rf,sf,rf,rf,rf,rf,l,l,l,l,l,l,5.5,5,10.5,4,8,6.6,3.5,4,4.5,2.5,3.5,3.6,10.5,7,6,0.5,21,9
knp_roan_out,Albizia harveyi,s,n,pic,mss,sss,sss,,,sss,m,m,m,,,m,11,14,16.5,,,13.83333333,5.6,5.9,7,,,6.166666667,110,70,91,,,90.33333333
pnr_in,Bolusanthus speciosus,t,n,pic,sst,mst,,,,mss,m,m,,,,m,20,18.5,,,,19.25,10,10.9,,,,10.45,400,380,,,,390
pnr_out,Bolusanthus speciosus,t,n,pic,sss,mss,mss,mss,sss,mss,m,m,m,m,l,m,21,20,18,13.5,20.5,18.6,10,14,11,10,10.5,11.1,210,300,310,310,160,258
knp_nkuhlu_full_in,Chamaecrista absus,f,n,pic,sf,sf,sf,,,sf,l,l,l,,,l,5.6,1.5,2,,,3.033333333,3,2,3,,,2.666666667,41,9,15,,,21.66666667
knp_nkuhlu_full_out,Chamaecrista absus,f,n,pic,sf,sf,rf,sf,sf,sf,m,l,l,m,m,m,2,5.3,3.5,4.5,4.5,3.96,3,4.2,2.6,3.9,4,3.54,25,29,13,22,54,28.6
knp_nkuhlu_full_out,Chamaecrista comosa,f,n,pic,sf,sf,sf,,,sf,m,l,l,,,l,5.3,4.6,5.2,,,5.033333333,0.9,0.6,0.3,,,0.6,33,37,30,,,33.33333333
knp_satara_out,Chamaecrista comosa,f,n,pic,rf,sf,sf,sf,sf,sf,l,l,l,l,l,l,3,2.6,5,1.5,2.7,2.96,0.7,0.7,0.8,1,0.6,0.76,8,15,23.5,10,10,13.3
knp_roan_in,Chamaecrista mimosoides,f,n,pic,sf,sf,sf,sf,sf,sf,l,l,l,l,l,l,5.5,4.7,7.5,6.5,8,6.44,0.8,0.8,1,1,1.3,0.98,61,68,70,65,66,66
knp_nkuhlu_full_in,Cheilanthes viridis,f,n,pic,rf,sf,rf,sf,sf,sf,m,m,m,m,,m,3.4,4,5.5,3,3.5,3.88,2.5,2,2.5,2,2,2.2,9,8.6,1.5,10,25,10.82
addo_jack_in,Clausena anisata,t,n,pic,sst,sss,,,,sss,h,l,,,,m,6,9.5,,,,7.75,3.1,4.5,,,,3.8,200,131,,,,165.5
knp_nkuhlu_full_out,Dalbergia melanoxylon,s,>2,pic,mss,,,,,mss,h,,,,,h,6.7,,,,,6.7,4.7,,,,,4.7,50,,,,,50
knp_nkuhlu_full_in,Dalbergia melanoxylon,s,>2,pic,sss,sss,,,,sss,l,l,,,,l,5.5,6.5,,,,6,2.5,2.5,,,,2.5,100,60,,,,80
knp_roan_in,Dalbergia melanoxylon,s,>2,pic,mss,sss,sss,sss,sss,sss,eh,l,m,m,m,m,10.5,9.5,7.6,8.6,10.7,9.38,4.7,3.6,2.5,4.1,5,3.98,183,174,230,200,196,196.6
pnr_out,Dichrostachys cinerea,s,>2,pic,sss,sss,sss,mst,mst,sss,h,h,m,m,m,h,7.5,3,5.5,3.5,4,4.7,5.5,4.5,4,3.5,3.5,4.2,60,151,150,450,410,244.2
knp_roan_in,Dichrostachys cinerea,s,>2,pic,mss,mss,mss,,,mss,l,l,l,,,l,7,6,5,,,6,3,3.5,3,,,3.166666667,100,140,150,,,130
knp_satara_out,Dichrostachys cinerea,s,>2,pic,sss,sss,mss,sss,mss,sss,l,l,l,l,m,l,2,3,4,2.1,2.6,2.74,1.7,2.5,3,2.6,2.3,2.42,48,30,111,50,120,71.8
knp_nkuhlu_full_out,Dichrostachys cinerea,s,>2,pic,mss,mss,sss,mss,mss,mss,h,m,m,m,m,m,4.5,3,4.5,4.7,5,4.34,3.5,2.5,4.5,3.7,4.9,3.82,41,95,50,70,45,60.2
pnr_in,Dichrostachys cinerea,s,<2,pic,mss,mss,mss,mss,sss,mss,m,m,eh,h,m,m,8.7,7.1,4,6,6.5,6.46,5.5,5.3,3.8,4,4.6,4.64,72,90,326,400,215,220.6
knp_nkuhlu_full_in,Dichrostachys cinerea,s,<2,pic,mst,mst,mss,mst,mss,mst,h,m,m,m,m,m,7.5,3.1,4.4,8,4.9,5.58,4,2.6,2.1,5,2.6,3.26,350,400,62,124,89,205
knp_nkuhlu_full_in,Euclea divinorum,s,n,pic,mss,mss,mss,mss,,mss,m,h,h,h,,h,6.6,5.5,6.5,9,,6.9,1.6,2.1,3,2.6,,2.325,105,150,70,155,,120
addo_nyathi_full_in,Euclea undulata,t,n,pic,sss,sst,sst,mst,sst,sst,m,m,m,l,l,m,3.1,4.2,2.6,1.8,2.5,2.84,1.9,2.5,1,1,1.3,1.54,93,307,268,450,406,304.8
addo_nyathi_full_out,Euclea undulata,t,n,pic,sst,sst,sst,sst,sst,sst,m,m,m,m,m,m,2.7,2.7,2.8,2,2,2.44,1.2,1.5,1.1,0.7,0.7,1.04,423,400,419,253,393,377.6
pnr_out,Indigastrum sp. 1,f,n,pic,sf,,,,,sf,l,,,,,l,1.8,,,,,1.8,1.3,,,,,1.3,25,,,,,25
knp_nkuhlu_full_out,Indigofera filipes,f,n,pic,sf,sf,,,,sf,l,l,,,,l,5,4,,,,4.5,2.5,2,,,,2.25,45,47,,,,46
knp_roan_in,Indigofera holubii,f,n,pic,mf,sf,sf,mf,mf,mf,h,m,m,m,h,m,6.5,4.5,6.5,5,4.6,5.42,4.5,5.5,5,3.5,4.2,4.54,47,41,55,63,80,57.2
knp_roan_out,Indigofera schimperi,f,n,pic,rf,,,,,rf,m,,,,,m,8,,,,,8,6,,,,,6,26,,,,,26
knp_nkuhlu_full_out,Indigofera tinctoria,s,n,pic,sss,sss,,,,sss,l,m,,,,l,7,6.2,,,,6.6,4,3.3,,,,3.65,90,40,,,,65
knp_nkuhlu_full_out,Indigofera vicioides,f,n,pic,sf,rf,,,,sf,l,l,,,,l,2.9,2.6,,,,2.75,2,2,,,,2,15,10,,,,12.5
knp_roan_in,Indigofera vicioides,f,n,pic,sf,sf,sf,rf,mf,sf,l,l,l,l,l,l,2.5,3,3,2,4,2.9,1.5,1.3,1.4,1.4,2,1.52,15,22,37,10,38,24.4
knp_roan_out,Indigofera vicioides,f,n,pic,rf,,,,,rf,m,,,,,m,5.2,,,,,5.2,2.1,,,,,2.1,31,,,,,31
knp_satara_out,Lannea schweinfurthii,s,n,pic,sss,sss,sss,sss,sss,sss,l,m,h,h,h,h,13,25,13,12.9,14,15.58,5.5,11,5.9,8.5,6.5,7.48,48,70,45,41,43,49.4
addo_nyathi_full_out,Maerua cafra,t,n,pic,sst,sst,,,,sst,l,l,,,,l,4,5,5,4.5,5,4.7,4,3.5,4.5,3.5,3.3,3.76,275,410,,,,342.5
pnr_out,Ormocarpum trichocarpum,s,n,pic,sss,,,,,sss,h,,,,,h,2,,,,,2,1,,,,,1,52,,,,,52
knp_satara_out,Ormocarpum trichocarpum,s,n,pic,sss,sss,sss,sss,sss,sss,l,l,l,l,l,l,1.8,1.6,1.1,1.9,1.6,1.6,1,1,1,1,1.3,1.06,66,65,60,51,30,54.4
knp_nkuhlu_full_out,Ormocarpum trichocarpum,s,n,pic,sss,,,,,sss,m,,,,,m,7.3,,,,,7.3,1.1,,,,,1.1,90,,,,,90
pnr_in,Ormocarpum trichocarpum,s,n,pic,sss,sss,,,,sss,l,m,,,,,2.5,2.4,,,,2.45,1.3,1.3,,,,1.3,50,84,,,,67
knp_roan_out,Philenoptera violacea,s,n,pic,sss,mss,mss,mss,mss,mss,m,h,m,h,h,h,18,24,18,17,16,18.6,13,18,14,12,9,13.2,100,110,130,120,110,114
knp_nkuhlu_full_in,Phyllanthus tenellus,f,n,pic,rf,sf,,,,rf,l,l,,,,l,3,4.9,,,,3.95,1,4.3,,,,2.65,10,27,,,,18.5
knp_satara_out,Phyllanthus tenellus,f,n,pic,rf,,,,,rf,l,,,,,l,2,,,,,2,1.7,,,,,1.7,12,,,,,12
knp_nkuhlu_full_out,Phyllanthus tenellus,f,n,pic,sf,sf,sf,sf,sf,sf,l,l,l,l,l,l,4.5,4.5,4.5,2.5,2.5,3.7,1.8,1.6,2.5,1.4,1.1,1.68,29,20,18,10,7,16.8
knp_roan_in,Phyllanthus tenellus,f,n,pic,mf,sf,sf,sf,,sf,l,l,l,l,,l,3.8,6,4,5,,4.7,1.4,1.1,0.5,3,,1.5,26,38,17,30,,27.75
addo_nyathi_full_in,Ptaeroxylon obliquum,t,n,pic,sst,sss,sst,sst,sst,sst,m,m,m,m,m,m,6.5,12,17,12,13,12.1,2.6,6,10,5.5,5,5.82,270,97,300,270,210,229.4
addo_nyathi_full_out,Ptaeroxylon obliquum,t,n,pic,sst,sst,sst,sst,sst,sst,m,m,m,m,m,m,8,8.5,13.5,10,9.5,9.9,4,5.5,4.5,4.2,4.5,4.54,378,160,350,350,480,343.6
addo_jack_in,Schotia afra,t,n,pic,mss,sss,mst,mst,mst,mst,l,l,h,m,h,h,6,4.5,5.1,5.8,3.5,4.98,2.5,1.8,2.5,3.5,2.5,2.56,250,136,430,421,372,321.8
addo_jack_out,Schotia afra,t,n,pic,sst,sst,sst,sst,mst,sst,h,eh,h,l,m,h,4,3,3,4,3.5,3.5,1.5,2,1.5,1.3,1.8,1.62,150,121,253,138,247,181.8
addo_nyathi_full_in,Schotia afra,t,n,pic,mst,mst,mst,sst,sst,mst,m,l,l,l,l,l,4.3,4.5,4.5,4,3,4.06,2.5,2.5,2,1.5,2,2.1,520,400,491,347,357,423
addo_nyathi_full_out,Schotia afra,t,n,pic,sst,sst,sst,sst,sst,sst,m,m,m,m,m,m,4.2,3.5,4.5,3.5,4.5,4.04,2.2,2,2.7,1.6,2,2.1,411,325,438,403,340,383.4
knp_roan_in,Sclerocarya birrea,t,n,pic,sst,sst,sst,sst,,sst,h,h,h,h,,h,24,22.5,23,20,,22.375,11,10.5,12.5,9.5,,10.875,900,700,1300,1200,,1025
knp_nkuhlu_full_out,Sclerocarya birrea,t,n,pic,sss,,,,,sss,m,,,,,m,10,,,,,10,7,,,,,7,35,,,,,35
pnr_out,Sclerocarya birrea,t,n,pic,sst,sst,,,,sst,m,h,,,,,20,8.5,,,,14.25,10,10,,,,10,500,684,,,,592
addo_nyathi_full_out,Searsia incisa,s,>2,pic,mss,sss,sss,sss,sss,sss,h,m,m,l,m,m,3.5,3.5,3.5,2.7,5,3.64,3,3.5,3.7,3.5,3.7,3.48,173,29,18,18,53,58.2
addo_nyathi_full_in,Searsia laevigata,s,>2,pic,mss,mss,mss,mss,sss,mss,l,l,l,l,l,l,4.5,5,5,4,4,4.5,3,4,4,4,4,3.8,310,339,342,25,96,222.4
addo_nyathi_full_out,Searsia pterota,t,n,pic,mss,,,,,mss,m,,,,,m,5,5,5,6.4,3.5,4.98,4,4,4,4,5,4.2,205,,,,,205
pnr_out,Senegalia caffra,t,<2,pic,sss,sst,,,,sss,l,eh,,,,,3,4,,,,3.5,2.9,2.5,,,,2.7,40,400,,,,220
knp_roan_in,Senegalia nigrescens,t,<2,pic,sss,sss,mst,sst,sst,sst,h,m,h,h,m,h,4,8,10,12,11,9,3,4.8,7.6,6,5,5.28,141,106,1300,1200,1000,749.4
pnr_out,Senegalia nigrescens,t,<2,pic,sst,sst,sst,sst,,sst,l,h,h,h,,h,1,6.5,4.7,5,,4.3,1.5,5,4.3,5,,3.95,17,700,400,370,,371.75
knp_nkuhlu_full_in,Senegalia nigrescens,t,<2,pic,sst,sss,sss,sss,,sss,h,m,m,l,,m,22,8.6,4.5,4.3,,9.85,10,5.7,3,3.5,,5.55,1000,84,130,165,,344.75
knp_nkuhlu_full_out,Senegalia nigrescens,s,<2,pic,sss,sss,sss,,,sss,l,m,m,,,m,5,4.4,5.5,,,,3,3.2,3.5,,,,35,27,32,,,31.33333333
knp_roan_out,Sesbania bispinosa,f,n,pic,sf,sf,sf,sf,sf,sf,l,l,m,l,l,l,26,23,40,21,27,27.4,3.5,3.2,3,5,5,3.94,106,101,180,210,145,148.4
pnr_out,Tephrosia polystachya,f,n,pic,sf,sf,,,,sf,m,l,,,,,6.5,4.5,,,,5.5,5.5,4,,,,4.75,44,21,,,,32.5
knp_roan_in,Tephrosia polystachya ,f,n,pic,mf,mf,,,,mf,l,l,,,,l,8,10,,,,9,5,6,,,,5.5,44,50,,,,47
knp_roan_out,Tephrosia polystachya ,f,n,pic,rf,rf,rf,rf,sf,rf,m,m,h,l,l,l,10,11,10.8,3,11,9.16,6,5,7,2.5,8,5.7,43,45,42,15,60,41
knp_satara_out,Tephrosia purpurea,f,n,pic,sf,mf,mf,mf,mf,mf,l,l,l,l,l,l,4.1,6,4,6.5,2,4.52,2.5,4,3.2,2.5,2.5,2.94,30,20,14,20,17,20.2
knp_roan_out,Tephrosia purpurea,f,n,pic,rf,rf,rf,,,rf,l,l,l,,,l,5,7,8,,,6.666666667,3,4,3,,,3.333333333,35,24,46,,,35
knp_nkuhlu_full_out,Tephrosia purpurea,f,n,pic,mf,sf,sf,sf,mf,sf,m,l,l,l,l,l,2.5,2.8,6,6,6,4.66,3,2.5,2,2.5,3.1,2.62,25,27,13,15,12.4,18.48
knp_nkuhlu_full_in,Tephrosia purpurea,f,n,pic,rf,mf,rf,sf,rf,rf,m,m,l,m,m,m,5.5,5,2.5,6.5,5.5,5,3.5,3.4,2.5,4.4,3.7,3.5,10,40,18,42,26,27.2
pnr_out,Tephrosia purpurea,f,n,pic,rf,rf,mf,,,rf,m,l,,,,m,5,5,4,,,4.666666667,2.5,7,2.5,,,4,20,35,22,,,25.66666667
knp_nkuhlu_full_out,Vachellia exuvialis,t,>2,pic,sss,,,,,sss,h,,,,,h,6,,,,,6,3.9,,,,,3.9,35,,,,,35
knp_nkuhlu_full_in,Vachellia exuvialis,t,>2,pic,mst,mst,sst,mst,sst,mst,m,m,m,m,m,m,6,4.6,8.3,5.7,10.5,7.02,3.5,2.2,4,4.5,3.7,3.58,260,164,155,190,134,180.6
pnr_out,Vachellia gerrardii,t,>2,pic,sst,sst,sst,sst,sst,sst,h,h,m,h,m,h,5.5,5.5,6,5,4,5.2,5,3,,,,4,210,400,420,325,140,299
knp_nkuhlu_full_out,Vachellia gerrardii,s,>2,pic,mss,mss,sss,,,mss,m,m,,,,m,7,3,4,,,4.666666667,3.6,1.3,2.2,,,2.366666667,31,50,50,,,43.66666667
knp_nkuhlu_full_in,Vachellia gerrardii,s,>2,pic,sss,sss,mss,,,sss,m,l,m,,,m,3,4,7,,,4.666666667,1.5,2.8,3,,,2.433333333,160,160,210,,,176.6666667
knp_nkuhlu_full_in,Vachellia grandicornuta,t,>2,pic,sst,,,,,sst,h,,,,,h,4.9,,,,,4.9,4.4,,,,,4.4,1200,,,,,1200
pnr_in,Vachellia karroo,t,>2,pic,sst,mst,sst,,,sst,m,m,h,,,m,4.5,6.8,7,,,6.1,3,3.5,5,,,3.833333333,100,365,250,,,238.3333333
pnr_out,Vachellia karroo,t,>2,pic,sst,,,,,sst,m,,,,,m,6.7,,,,,6.7,4.5,,,,,4.5,600,,,,,600
pnr_out,Vachellia tortillis,t,<2,pic,mst,,,,,mst,m,,,,,m,5,,,,,5,4,,,,,4,700,,,,,700
pnr_in,Vachellia tortillis,t,>2,pic,mst,mst,sst,sst,sst,sst,h,h,l,l,m,m,5,2.7,5.5,4.5,4.5,4.44,3.5,1.5,3,2.6,3.2,2.76,132,136,650,500,430,369.6
pnr_out,Abutilon austroafricanum,f,n,si,sf,sf,sf,sf,,sf,l,l,m,l,,l,5,5,4.1,7,,5.275,1,3,3.2,3.9,,2.775,32,85,64,53,,58.5
pnr_out,Abutilon grandifolium,f,n,si,rf,sf,sf,sf,sf,sf,l,l,l,m,l,l,6.2,13,12,10,10,10.24,5,11,10.5,9.5,8,8.8,19,123,142,86,145,103
pnr_in,Abutilon grandifolium,f,n,si,sf,sf,sf,sf,sf,sf,m,m,m,m,h,m,7.5,8,8.5,7,9.3,8.06,8,7,7,5.6,8,7.12,78,66,112,110,84,90
knp_nkuhlu_full_in,Abutilon rehmannii,f,n,si,sf,sf,sf,sf,sf,sf,m,l,m,m,m,m,3,3,4.6,2.9,3,3.3,3.5,2.5,2.7,2.6,2.5,2.76,22,23,36,19,25,25
knp_nkuhlu_full_out,Abutilon rehmannii,f,n,si,sf,sf,sf,sf,sf,sf,m,m,m,m,h,m,6,4,3.6,4,4.6,4.44,3.9,3.5,3.5,3,2.9,3.36,85,50,26,37,45,48.6
addo_jack_in,Abutilon sonneratianum,f,n,si,sf,sf,mf,rf,sf,sf,l,l,l,l,l,l,1,1.5,3.2,1.5,3.5,2.14,1.1,1.4,3,1,3,1.9,5,7,27,11,19,13.8
addo_jack_out,Abutilon sonneratianum,f,n,si,sf,rf,sf,sf,crf,sf,l,h,l,l,m,l,2.6,2.3,4,2.6,5,3.3,2.5,2.4,3,1.8,3.2,2.58,12,8,31,175,32,51.6
addo_nyathi_full_in,Abutilon sonneratianum,f,n,si,sf,sf,sf,sf,sf,sf,l,l,l,l,l,l,3.6,6.5,8,3.3,3.5,4.98,2.5,4.8,6,3.5,2.6,3.88,39,190,84,39,19,74.2
addo_nyathi_full_out,Abutilon sonneratianum,f,n,si,sf,sf,sf,sf,sf,sf,l,l,l,l,m,l,6.5,4.5,3.3,4,2.5,4.16,5.7,2,2.7,3,2.2,3.12,33,46,53,44,7,36.6
pnr_in,Achyranthes aspera,f,n,si,mf,mf,mf,sf,mf,mf,l,l,l,l,l,l,6.3,6,6.8,6,6,6.22,2.4,2.7,3.8,3,3.5,3.08,43,23,160,123,126,95
pnr_out,Achyranthes aspera,f,n,si,sf,sf,sf,sf,sf,sf,m,m,m,m,m,m,6,3,3.5,5.2,6.7,4.88,4,2.5,2.5,2.9,3.4,3.06,68,65,55,59,62,61.8
addo_jack_out,Aizoon pubescens,f,n,si,rf,rf,rf,rf,rf,rf,l,m,m,l,m,m,1.2,2,3,2.5,1.7,2.08,0.5,1,1.5,1.5,1,1.1,9,11,8,6,8,8.4
knp_satara_in,Albizia harveyi,t,n,si,mst,mst,,,,mst,m,m,,,,m,15,13,,,,14,7,5,,,,6,180,170,,,,175
addo_jack_in,Aloe africana,t,n,si,susss,susst,susss,susss,susss,susss,h,h,h,h,h,h,44,47,42,47,67,49.4,5,3,4,3,5,4,135,75,294,135,153,158.4
pnr_out,Asparagus africanus,f,n,si,clf,,,,,clf,l,,,,,l,1.8,,,,,1.8,0.1,,,,,0.1,40,,,,,40
addo_nyathi_full_in,Asparagus africanus,f,<2,si,mf,mf,mf,mf,mf,mf,l,l,l,m,l,l,1.5,1.8,1.6,1.5,1.3,1.54,0.1,0.1,0.1,0.1,0.1,0.1,22,54,28,117,44,53
addo_jack_in,Asparagus africanus,f,<2,si,rf,sf,clf,sf,sf,sf,l,l,l,l,l,l,1.8,1.8,1.9,1.5,2.1,1.82,0.1,0.1,0.1,0.1,0.1,0.1,18,159,296,86,74,126.6
addo_nyathi_full_in,Asparagus asparagoides,f,n,si,clf,clf,clf,,,clf,l,l,l,,,l,4,4,4,4,3.5,3.9,2.5,2,2,2,2,2.1,44,106,20,,,56.66666667
addo_jack_out,Asparagus burchellii,f,<2,si,clf,clf,crf,clf,clf,clf,m,l,l,l,m,l,0.6,0.5,0.4,0.5,0.4,0.48,0.05,0.05,0.05,0.05,0.05,0.05,49,62,39,81,52,56.6
addo_jack_in,Asparagus burchellii,s,<2,si,clf,mf,clf,mf,mf,mf,l,l,l,l,l,l,0.4,0.5,0.3,0.6,0.5,0.46,0.05,0.05,0.05,0.05,0.05,0.05,145,94,88,73,64,92.8
addo_jack_out,Asparagus crassicladus,f,<2,si,mf,clf,clf,clf,clf,clf,l,l,m,h,l,l,1.7,2,1.9,2.7,1.5,1.96,0.1,0.1,0.1,0.1,0.1,0.1,42,38,96,68,74,63.6
addo_jack_out,Asparagus densiflorus,f,<2,si,mf,mf,mf,rf,rf,mf,m,h,l,l,m,m,1.5,1,2.1,1.9,1.6,1.62,0.1,0.1,0.1,0.1,0.1,0.1,11,32,36,20,12,22.2
addo_jack_in,Asparagus densiflorus,f,<2,si,mf,clf,rf,rf,rf,rf,m,l,m,m,h,m,1.4,1,1.6,1.4,1.5,1.38,0.1,0.1,0.1,0.1,0.1,0.1,41,200,15,54,40,70
addo_jack_out,Asparagus striatus,f,n,si,mf,mf,mf,sf,mf,mf,l,m,l,l,l,l,2.5,1.5,1.5,3.5,3.6,2.52,0.4,0.4,0.2,0.3,0.3,0.32,26,39,41,24,36,33.2
addo_jack_in,Asparagus striatus,f,<2,si,rf,sf,rf,sf,sf,sf,l,l,l,l,l,l,4,3,3.5,3,3.5,3.4,0.3,0.3,0.3,0.3,0.3,0.3,43,33,28,30,48,36.4
addo_jack_in,Asparagus subulatus,f,n,si,mf,mf,mf,clf,clf,mf,l,l,l,l,l,l,2.2,2.6,1.9,2.4,2.8,2.38,0.1,0.1,0.1,0.1,0.1,0.1,26,52,68,31,39,43.2
addo_jack_out,Asparagus subulatus,f,n,si,mf,clf,clf,rf,mf,mf,l,l,l,l,l,l,2.5,3,2.9,3,1.5,2.58,0.1,0.1,0.1,0.1,0.1,0.1,34,131,137,21,35,71.6
knp_roan_in,Aspilia mossambicensis,s,n,si,mss,mss,mss,mss,mss,mss,eh,m,h,eh,eh,eh,6.3,5.6,10,5.7,6.4,6.8,1.6,1.5,3.5,1.8,2.8,2.24,90,91,110,90,100,96.2
addo_nyathi_full_in,Azima tetracantha,s,>2,si,mss,sss,sss,mss,mss,mss,eh,eh,h,eh,h,eh,2,2.5,3,3,2.7,2.64,1.3,1.2,0.7,1,1,1.04,150,115,40,110,100,103
addo_nyathi_full_out,Azima tetracantha,s,>2,si,mss,mss,mss,mss,mss,mss,eh,eh,eh,eh,eh,eh,3,3,2.7,2.5,2,2.64,1.7,1.5,1.5,1.5,1.3,1.5,146,139,120,110,110,125
addo_jack_out,Azima tetracantha,s,>2,si,sss,mss,mss,mss,mss,mss,h,h,h,h,m,h,2.4,3.5,3,2.9,3.5,3.06,1.1,2.2,2,1.8,2.3,1.88,115,214,295,235,230,217.8
pnr_in,Azima tetracantha,s,<2,si,sss,sss,,,,sss,l,l,,,,l,3.5,4,,,,3.75,2.5,3,,,,2.75,23,44,,,,33.5
pnr_out,Azima tetracantha,s,<2,si,sss,sss,mss,,,sss,l,l,l,,,l,2.6,3,2,,,2.533333333,1.8,1.5,1.1,3.5,2.9,2.16,60,20,120,,,66.66666667
addo_jack_in,Azima tetracantha,s,>2,si,mss,mss,sss,mss,sss,mss,m,m,m,h,m,m,2.5,2.5,4,2.1,2.6,2.74,2,1,2,1,1,1.4,160,171,100,180,100,142.2
knp_satara_out,Balanites maughamii,t,>2,si,mst,,,,,mst,h,,,,,h,2.7,,,,,2.7,1.6,,,,,1.6,420,,,,,420
pnr_in,Barleria elegans,f,n,si,mf,sf,sf,sf,sf,sf,m,l,l,l,l,l,6.5,6.7,9.4,9.6,7.2,7.88,3.7,3.4,4.2,4.1,2.4,3.56,37,120,72,128,93,90
pnr_out,Barleria elegans,f,n,si,sf,sf,sf,sf,sf,sf,l,l,l,l,l,l,7,8,11,10,7,8.6,3,3.4,4,4,3.5,3.58,17,53,92,45,70.2,55.44
pnr_out,Blepharis integrifolia,f,n,si,sf,sf,,,,sf,l,l,,,,l,3.5,2.6,,,,3.05,0.6,0.5,,,,0.55,15,12,,,,13.5
knp_satara_in,Bothriochloa insculpta,g,n,si,at,at,,,,at,m,l,,,,m,13,14,,,,13.5,0.6,0.6,,,,0.6,56,46,,,,51
addo_jack_out,Cadaba aphylla,f,n,si,rf,rf,rf,rf,rf,rf,h,h,l,h,h,h,0.4,1,0.4,1.6,,0.85,0.05,0.5,0.4,0.3,,0.3125,136,60,110,61,159,105.2
addo_jack_out,Capparis sepiaria,s,<2,si,mss,mss,mss,mss,mss,mss,m,h,h,eh,eh,h,2.5,2.6,4.3,3.9,3.8,3.42,1.5,1.8,1.2,1.5,1.9,1.58,145,216,129,132,190,162.4
addo_jack_in,Capparis sepiaria,s,<2,si,mss,sss,mss,sss,mss,mss,l,l,m,l,m,l,4.2,3.5,4.6,4.5,4.2,4.2,1.5,1.5,1.5,2.2,1.9,1.72,125,151,209,183,172,168
addo_nyathi_full_out,Capparis sepiaria,s,<2,si,mss,mss,mss,mss,mss,mss,l,l,l,l,m,l,3.7,3.5,4,4.5,3.5,3.84,2,1.5,1.6,1.5,1.3,1.58,200,123,172,200,220,183
addo_nyathi_full_in,Capparis sepiaria,s,<2,si,sss,mss,mss,sss,sss,sss,l,l,l,l,l,l,3.5,3.5,3.5,4,4.5,3.8,2,2,2.3,1.6,2.2,2.02,330,250,340,135,155,242
pnr_in,Capparis tomentosa,s,<2,si,sss,,,,,sss,l,,,,,l,2,,,,,2,0.8,,,,,0.8,110,,,,,110
pnr_out,Capparis tomentosa,s,<2,si,mss,sss,,,,sss,l,h,,,,m,6,3.2,,,,4.6,2.5,1.6,,,,2.05,150,81,,,,115.5
addo_jack_out,Carissa bispinosa,s,>2,si,mss,mss,mss,mss,,mss,h,h,h,h,,h,2.4,4.2,1.9,2.5,,2.75,1.2,1.2,1,1.5,,1.225,220,92,32,148,,123
addo_nyathi_full_out,Carissa bispinosa,s,>2,si,mss,mss,mss,mss,mss,mss,h,h,h,h,h,h,2.5,2.3,2.7,2.5,1.9,2.38,1.1,1.2,1.4,1.5,1.3,1.3,184,280,107,183,215,193.8
addo_nyathi_full_in,Carissa bispinosa,s,>2,si,mss,mss,sss,mss,mss,mss,l,l,l,l,l,l,4,3,3,3,3,3.2,1.4,1.5,1.6,1.5,1.8,1.56,232,210,40,230,238,190
addo_jack_in,Carissa bispinosa,s,>2,si,mss,mss,,,,mss,l,m,,,,,2.7,3.5,,,,3.1,1.6,1.5,,,,1.55,235,140,,,,187.5
addo_nyathi_full_in,Cassine peragua,t,n,si,mst,mst,,,,mst,l,l,,,,l,3.5,5.9,,,,4.7,2,2.1,,,,2.05,200,170,,,,185
addo_jack_out,Chaenostoma campanulatum,f,n,si,mf,mf,rf,mf,mf,mf,l,l,l,l,l,l,1,1.5,4.5,2,1.5,2.1,0.5,0.8,1.3,0.8,0.8,0.84,14,15,17,23,24,18.6
addo_nyathi_full_out,Chaenostoma campanulatum,f,n,si,sf,sf,mf,mf,mf,mf,m,l,m,l,l,l,1,0.6,2.6,2,1.1,1.46,0.8,0.4,1,1,0.7,0.78,10.5,24,30.4,29,23,23.38
knp_satara_out,Chascanum hederaceum,f,n,si,crf,,,,,crf,m,,,,,m,3.5,,,,,3.5,2.8,,,,,2.8,7,,,,,7
knp_satara_in,Chascanum hederaceum,f,n,si,sf,mf,,,,mf,m,m,,,,m,1.5,4,,,,2.75,1.5,3,,,,2.25,30,20,,,,25
knp_nkuhlu_full_in,Cissus cornifolia,s,n,si,sss,,,,,sss,h,,,,,h,5.5,,,,,5.5,1.8,,,,,1.8,90,,,,,90
knp_nkuhlu_full_out,Combretum apiculatum,t,n,si,sss,sst,mss,mss,mss,mss,l,h,eh,eh,m,eh,5.5,6.5,4.5,5.5,5,5.4,4,4.5,3,3,2.6,3.42,200,350,100,280,110,208
knp_nkuhlu_full_in,Combretum apiculatum,t,n,si,mst,mss,sss,sst,mst,mst,h,m,m,eh,h,m,6.5,3.8,6.5,4.5,8,5.86,3.5,2.9,3,2.5,4,3.18,500,110,220,400,500,346
